message_id,sent_time,messages_sent_in_day
10013367.0,2017-08-13,4
10092951.0,2017-08-14,5.1
10180489.0,2017-08-17,5.1
10263094.0,2017-08-19,5.52
10286186.0,2017-08-20,5.4
10323615.0,2017-08-21,5.1
10324019.0,2017-08-22,5
10337486.0,2017-08-23,1
10538427.0,2017-08-28,5.1
10544930.0,2017-08-29,5
10636490.0,2017-09-01,5.4
10662893.0,2017-09-02,5.4
10689638.0,2017-09-03,.4
10720808.0,2017-09-04,5.4
10727816.0,2017-09-05,4
10827838.0,2017-09-06,5.1
10868207.0,2017-09-08,5.1
10901991.0,2017-09-09,5.4
10902800.0,2017-09-10,4
11042358.0,2017-09-13,.4
11067087.0,2017-09-14,5.4
11092456.0,2017-09-15,5.1
11095545.0,2017-09-16,5
11112536.0,2017-09-17,1
11155241.0,2017-09-18,5.4
11200021.0,2017-09-19,5.4
11330013.0,2017-09-22,5.1
11396324.0,2017-09-24,5.4
11438062.0,2017-09-25,5.4
11497501.0,2017-09-27,5.1
11523569.0,2017-09-28,5.52
11577380.0,2017-09-30,5.1
11643442.0,2017-10-01,5.1
11675126.0,2017-10-02,5
11686638.0,2017-10-03,5.4
11761527.0,2017-10-06,5.1
11797089.0,2017-10-07,5.1
11806540.0,2017-10-08,5
11890577.0,2017-10-10,5.4
11913225.0,2017-10-10,5
11925201.0,2017-10-11,5.4
12054268.0,2017-10-15,5.1
12109954.0,2017-10-17,5.1
12287440.0,2017-10-23,5.4
12299908.0,2017-10-23,5
12338351.0,2017-10-24,5.4
12479671.0,2017-10-29,5.1
12493743.0,2017-10-31,.5
12599551.0,2017-11-02,5.4
12640897.0,2017-11-03,5.1
12652971.0,2017-11-04,5.1
12721270.0,2017-11-06,5.1
12772615.0,2017-11-07,5.4
12824087.0,2017-11-09,5.4
12883125.0,2017-11-10,5.4
12929179.0,2017-11-11,5.1
12950733.0,2017-11-12,4
12981403.0,2017-11-13,5.1
12985451.0,2017-11-17,4
13013572.0,2017-11-14,5.1
13049151.0,2017-11-15,5.4
13158802.0,2017-11-18,5.4
13164116.0,2017-11-19,5
13305423.0,2017-11-24,.5
13379133.0,2017-11-26,5.4
13396485.0,2017-11-27,.4
13417044.0,2017-11-29,5.1
13458111.0,2017-12-01,5.1
13471784.0,2017-12-01,4
13550106.0,2017-12-03,5.4
13603989.0,2017-12-04,5.1
13616791.0,2017-12-05,5.1
13641139.0,2017-12-06,5.4
13764774.0,2017-12-09,5.4
13770570.0,2017-12-10,5
13817837.0,2017-12-11,5.4
13827630.0,2017-12-12,5.1
13844164.0,2017-12-13,5
13844618.0,2017-12-14,1
13900230.0,2017-12-15,5.4
13955071.0,2017-12-16,5.1
14004909.0,2017-12-18,5.4
14078099.0,2017-12-21,5.4
14218315.0,2017-12-28,.4

